species,Longitude,Latitude
Vellozia canelinha,-41.8114684,-13.5828799
Vellozia canelinha,-41.57,-13.32
Vellozia canelinha,-41.95,-13.533333
Vellozia canelinha,-41.966667,-13.533333
Vellozia canelinha,-41.966667,-13.533333
Vellozia canelinha,-41.826667,-13.598889
Vellozia canelinha,-41.954167,-13.523611
Vellozia canelinha,-42.176944,-12.598611
