species,Longitude,Latitude
Vellozia dasypus,-37.185278,-10.452778
Vellozia dasypus,-41.2,-11.583333
Vellozia dasypus,-37.185278,-10.452778
Vellozia dasypus,-37.185278,-10.452778
Vellozia dasypus,-41.383333,-12.566667
Vellozia dasypus,-41.415556,-13.052778
Vellozia dasypus,-40.37775,-10.692361
Vellozia dasypus,-38.016111,-12.573611
Vellozia dasypus,-37.185278,-10.452778
Vellozia dasypus,-41.21265,-12.59325
Vellozia dasypus,-37.5625,-10.353611
Vellozia dasypus,-41.278333,-12.950556
Vellozia dasypus,-39.045278,-13.694722
Vellozia dasypus,-37.185278,-10.452778
Vellozia dasypus,-37.185278,-10.452778
Vellozia dasypus,-37.3425,-10.755278
Vellozia dasypus,-41.323611,-12.890833
Vellozia dasypus,-36.837861,-10.62
Vellozia dasypus,-37.054167,-10.789167
Vellozia dasypus,-36.855833,-10.737778
Vellozia dasypus,-37.253056,-10.410833
Vellozia dasypus,-39.039722,-14.380556
Vellozia dasypus,-37.185278,-10.452778
Vellozia dasypus,-37.438056,-11.268611
Vellozia dasypus,-40.363222,-10.667138
Vellozia dasypus,-41.510833,-12.62
Vellozia dasypus,-36.757639,-10.633361
Vellozia dasypus,-41.361389,-12.542222
Vellozia dasypus,-41.473056,-12.455292
Vellozia dasypus,-36.5625,-10.353611
Vellozia dasypus,-36.782217,-10.664167
Vellozia dasypus,-37.425,-10.685278
Vellozia dasypus,-40.364555,-10.666111
Vellozia dasypus,-41.303056,-12.957778
Vellozia dasypus,-41.343333,-12.979722
Vellozia dasypus,-37.054167,-10.789167
Vellozia dasypus,-37.807778,-12.201667
Vellozia dasypus,-38.905556,-13.206389
Vellozia dasypus,-37.052778,-10.881389
Vellozia dasypus,-37.340694,-10.753833
Vellozia dasypus,-37.340694,-10.753833
Vellozia dasypus,-41.62,-13.024167
Vellozia dasypus,-37.052778,-10.881389
Vellozia dasypus,-37.348666,-10.741
Vellozia dasypus,-41.62,-13.024167
Vellozia dasypus,-41.62,-13.024167
Vellozia dasypus,-37.336667,-10.766111
Vellozia dasypus,-41.650556,-13.659167
Vellozia dasypus,-41.24739,-12.5932
Vellozia dasypus,-41.24739,-12.5932
Vellozia dasypus,-41.22013,-13.00573
Vellozia dasypus,-41.22013,-13.00573
Vellozia dasypus,-41.22013,-13.00573
Vellozia dasypus,-41.509722,-12.593056
Vellozia dasypus,-41.591842,-13.659033
Vellozia dasypus,-41.286389,-13.681667
Vellozia dasypus,-39.019722,-14.188056
Vellozia dasypus,-41.466667,-13.683333
Vellozia dasypus,-41.466667,-13.683333
Vellozia dasypus,-41.299444,-12.973889
Vellozia dasypus,-41.345556,-13.054167
